Row.names	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3	sequence_id_list	gene_id_val	transcripts	chr_ce10	strand_ce10	start_min_ce10	stop_max_ce10	chromosome_ce11	start_min_ce11	end_max_ce11	strand_ce11	product_refseq	symbol_refseq	gene_name	chr	start	stop	strand
466	WBGene00000661	0.729732598350135	0.589728507519448	0.649389713006533	0.564547688147918	0.548426154966624	0.827707818430209	0.486512029778255	1.01107445977542	0.478640222123407	0.478419338197567	0.555347730406958	0.485417966837053	0.488459688143922	0.583643660986573	Y81G3A.5	col-86	NM_001267446	chrII	-	13095939	13096532	II	13096009	13096602	-	NM_001267446.1	col-86	col-86	II	13098275	13096009	-1
467	WBGene00000662	1.03165648203407	1.34818999100557	1.11512416773032	1.26316759950631	1.16307878748054	1.30549338136729	1.21010042744915	1.24732980713061	1.18671640060398	1.18606181071117	1.0198579815637	1.20684306664807	1.29594350604889	1.3777362213255	Y39G8C.4	col-87	NM_001027262	chrII	-	14090000	14094615	II	14090075	14094690	-	NM_001027262.2	col-87	col-87	II	14094690	14090075	-1
468	WBGene00000664	4.48435566034154	4.29794759655657	4.83200805654115	4.26121102187328	5.22220005063723	4.87120507645547	4.58220979424224	5.03604717916135	4.65386132428879	4.54124274393446	5.31027919054634	5.15863175973084	5.26215238756721	5.33785395227294	F17C8.2	col-89	NM_065574	chrIII	+	4748156	4749097	III	4748191	4749132	+	NM_065574.3	col-89	col-89	III	4749156	4748180	1
469	WBGene00000665	-0.447557948161713	-0.460305089535996	-0.44819027674812	-0.449222223314365	-0.233320787113964	-0.452598620205186	-0.445540689812745	-0.369521498521513	-0.44967057018082	-0.365001152385236	-0.451865446664121	-0.270363524501085	-0.351105108192981	-0.177452804966058	C29E4.1	col-90	NM_066328	chrIII	+	7948825	7949842	III	7948890	7949907	+	NM_066328.5	col-90	col-90	III	7950067	7948838	1
470	WBGene00000666	8.13910979736365	7.95463050682812	8.36448777339734	8.14302147431434	8.53218134300492	8.7019937506434	9.19276614074614	8.84777623889586	8.70423173991651	9.02326252525725	8.82050216241767	9.4590980388793	9.34255109981434	9.64166421600519	F09G8.6	col-91	NM_066413	chrIII	-	8262395	8263558	III	8262466	8263629	-	NM_066413.6	col-91	col-91	III	8263664	8262361	-1
471	WBGene00000667	1.18700390075022	0.973021457313127	1.00983383650399	1.32790930688405	1.07362053157739	0.996567586316238	1.11126618877667	1.30864135163095	1.25148720759461	1.63302748380417	0.998783287069838	1.68193698542985	1.20500908053254	1.02309449441659	W05B2.6	col-92	NM_067007	chrIII	-	10982101	10983127	III	10982200	10983226	-	NM_067007.3	col-92	col-92	III	10983253	10982166	-1
472	WBGene00000668	5.25270221530113	5.07833368317566	5.36967100102686	5.28059323410031	6.31147273616339	5.66960958835165	6.02042568335109	5.55455159415736	5.66214807906032	6.23628617097276	5.65971517919386	5.99923022557587	5.12985690543516	5.9567175559643	W05B2.5	col-93	NM_067008	chrIII	-	10984514	10985485	III	10984613	10985584	-	NM_067008.6	col-93	col-93	III	10985608	10984555	-1
473	WBGene00000669	7.47568736375204	7.15358877096496	7.65076070765263	7.46950729993814	7.51139661929522	7.24797273912763	7.70625228260315	7.69147299314479	7.51965581329486	8.04594720024705	7.63552766726554	8.03747177180299	7.81051360021693	8.00965504582189	W05B2.1	col-94	NM_067009	chrIII	-	10986768	10987731	III	10986867	10987830	-	NM_067009.3	col-94	col-94	III	10987843	10986826	-1
474	WBGene00000670	3.06530645018701	2.75358300361797	2.85943677652384	2.97767632611042	3.21969767604629	3.2896280316553	3.32713155567056	2.88095296201842	3.09020835662346	3.03010688176781	3.2099171325925	3.46467236475984	3.39836739083765	3.36047244080541	Y41C4A.16	col-95	NM_181973	chrIII	+	11703910	11704885	III	11704010	11704985	+	NM_181973.3	col-95	col-95	III	11705085	11703979	1
475	WBGene00000671	4.36705265074026	4.97665074348871	4.73564638553529	4.62765369948739	5.63854587517927	5.31743119611235	6.26086786096509	4.59728623805626	4.76300750046754	5.27960624343599	4.91843874314248	5.70786432094186	5.35614999620151	5.55664148346823	Y41C4A.19	col-96	NM_181982	chrIII	-	11705613	11706544	III	11705713	11706644	-	NM_181982.1	col-96	col-96	III	11706644	11705713	-1
476	WBGene00000672	2.63676192390913	2.49738307720517	3.88361264337673	2.15919533245125	2.65806680947708	3.10356877994096	2.73258840417975	2.0507148030482	2.32177102695888	2.15426815587387	2.29731859516331	2.27604561897236	2.37843200895677	2.20638465926642	ZK1010.7	col-97	NM_067299	chrIII	-	12992579	12993592	III	12992680	12993693	-	NM_067299.3	col-97	col-97	III	12993704	12992402	-1
477	WBGene00000673	11.0631636467452	10.9441017340512	11.5487598981712	11.1087678043226	11.4325628342078	11.2739037332527	11.8446854643714	11.135716896491	11.3211042850287	11.7646589344404	11.201243335841	12.3135648584971	12.1075393525528	12.5352773501668	F14F7.1	col-98	NM_067302	chrIII	+	13018919	13020016	III	13019020	13020117	+	NM_067302.4	col-98	col-98	III	13020231	13018935	1
478	WBGene00000674	7.71773013686488	7.72104154541771	7.95647875770765	7.70496963519715	7.61121197733744	7.83852915404776	8.29528995227197	6.60038423796582	6.73825849347666	7.04846896584354	6.18915109792998	7.21454550251691	7.31944822625608	7.40628014958356	F29C4.8	col-99	NM_001129303,NM_067468	chrIV	-	138760	147919	IV	138760	147919	-	NM_001129303.2,NM_067468.4	col-99	col-99	IV	147919	138461	-1
479	WBGene00000675	5.62542597106397	5.72884445583572	5.89618877353977	5.77299298948166	7.0917723581344	6.73592023435419	7.53833488064811	5.9029216428667	5.9372896686683	6.35157957875506	6.3734718082343	6.89500722302152	6.69547599014811	6.77662693904907	K02D7.3	col-101	NM_067504	chrIV	-	325519	326671	IV	325519	326671	-	NM_067504.5	col-101	col-101	IV	326671	325436	-1
480	WBGene00000677	10.9944268219634	10.8539939980073	11.297100648589	11.0360889263108	11.325236648657	11.3351380985559	11.7479679098472	11.132278381716	11.3050215027066	11.7759333797242	11.1280297229009	12.3485737727185	12.1535800656681	12.5153551490347	F56B3.1	col-103	NM_067581	chrIV	-	762453	763664	IV	762453	763664	-	NM_067581.5	col-103	col-103	IV	763678	762412	-1
481	WBGene00000678	6.40244245438932	6.43041742144469	7.0243609364994	6.0896209775872	6.41430799467617	6.71502140597006	6.75200972627591	5.74199469757423	6.0551401784296	5.63317077467217	5.84481064540985	6.58165451333739	6.16421140443537	6.83579439585755	F58F6.1	col-104	NM_067669	chrIV	-	1353700	1355294	IV	1353701	1355295	-	NM_067669.4	col-104	col-104	IV	1355305	1353679	-1
482	WBGene00000679	3.20054467329137	3.50227902665896	3.31885755110035	3.30071213096096	3.21856183964552	3.18149253961944	3.42713326545735	3.66306972380393	3.65903055370619	3.70126173694896	3.61123986595956	3.68795152770487	4.14390655156126	4.16344508014333	F58F6.2	col-105	NM_067670	chrIV	-	1357815	1359224	IV	1357816	1359225	-	NM_067670.1	col-105	col-105	IV	1359225	1357816	-1
483	WBGene00000680	1.2088161904621	1.21522780101996	1.28692938400305	1.42635134560678	1.3224137329386	1.26089722794006	1.30258535556463	1.53260936232431	1.11526410631939	1.19876226512276	1.33670401882076	1.21532295317143	1.38959120108507	1.61434025959769	Y77E11A.15	col-106	NM_171268	chrIV	-	1459895	1460785	IV	1459896	1460786	-	NM_171268.5	col-106	col-106	IV	1460786	1459863	-1
484	WBGene00000681	11.8839511430025	11.6707500611758	11.9878432790757	11.7605952032447	12.0441116507878	12.4313725177984	12.6554953156487	12.1421395930331	12.2403388194221	12.686975001177	12.1153672836811	13.3274206885548	13.122316366249	13.4366563213358	C34H4.4	col-107	NM_067693,NM_182305	chrIV	+	1548733	1549673	IV	1548734	1549674	+	NM_067693.5,NM_182305.3	col-107	col-107	IV	1549718	1548724	1
485	WBGene00000682	-0.33583794698793	-0.440892272906667	0.100639406936214	-0.428825176701723	-0.352997929256906	-0.432486568286392	-0.241938550686953	-0.346588980342448	-0.429310632088059	-0.42943603451756	-0.431690419313486	-0.425466971821472	-0.423744913761067	-0.422909842558614	Y41D4A.2	col-108	NM_067732	chrIV	+	1768620	1769666	IV	1768621	1769667	+	NM_067732.2	col-108	col-108	IV	1769667	1768621	1
486	WBGene00000683	3.90295657262538	4.05460006089679	4.33836000067828	3.86419227597618	3.44433963511718	3.86256455034549	3.66440840840476	3.54235220880874	3.29810500195701	3.23203514053221	3.31976811693298	3.65269123093241	3.57340324369513	3.58828603430022	Y38C1BA.3	col-109	NM_067737	chrIV	-	1817657	1820249	IV	1817658	1820250	-	NM_067737.4	col-109	col-109	IV	1820253	1817045	-1
487	WBGene00000684	1.61101240213333	1.51460370289568	1.80651668722347	1.59841120599366	1.42437177401608	1.43049653131498	1.62631146108997	1.64812678987438	1.52194921776287	1.66309554878807	1.64498103539775	1.54434435310228	1.7795930645291	1.55933299368347	F19C7.7	col-110	NM_068197	chrIV	-	4608286	4609650	IV	4608294	4609658	-	NM_068197.5	col-110	col-110	IV	4609679	4608210	-1
488	WBGene00000685	2.64468964416693	2.75011017667744	2.94864629624022	2.98536060581921	2.80405034962501	2.64817833455426	2.93312049896232	2.72469030481295	2.68637432057595	2.74860381093243	2.4521071614754	2.86337157038119	3.26938009856163	2.96103154648276	F29B9.9	col-111	NM_068206	chrIV	-	4655822	4657579	IV	4655830	4657587	-	NM_068206.4	col-111	col-111	IV	4657587	4655792	-1
489	WBGene00000687	1.7233123799094	1.77580229808274	3.01430694264666	1.71256833695981	1.90570201288975	1.98647913187119	2.06570008084761	1.69773501457222	1.79396338908383	1.87235531149995	1.69537637168673	1.98447659043144	2.14962396923162	1.7477426894944	C34D4.15	col-113	NM_068722	chrIV	-	7150682	7152478	IV	7150694	7152490	-	NM_068722.5	col-113	col-113	IV	7152490	7150665	-1
490	WBGene00000688	0.669184568087789	0.745913904979741	0.581799914987976	0.579762858860201	0.64693751966458	0.724893439224516	0.587031144996975	0.655232126662667	0.739430243003584	0.811825045115522	0.86506668682601	0.83500012048805	0.765132436380341	0.7690181047023	D2024.8	col-114	NM_068749	chrIV	-	7245494	7246629	IV	7245505	7246640	-	NM_068749.1	col-114	col-114	IV	7246640	7245505	-1
491	WBGene00000689	1.57485078497854	1.65461750448994	2.40612113093649	1.94931762076453	1.70097628583598	1.97483313470818	1.67448594642465	1.98743175842995	1.73071623386135	1.72989545222429	1.9214929276912	1.91086849217438	1.76716855847248	1.93335924214235	Y42H9B.1	col-115	NM_068937	chrIV	+	7988676	7991301	IV	7988688	7991313	+	NM_068937.1	col-115	col-115	IV	7991423	7988688	1
492	WBGene00000692	10.2803791715023	10.1433460481051	10.4949126320466	10.1623270124102	10.002451736457	10.2201516487315	10.3926203632693	11.1322977575226	11.0078021884006	11.2022444566511	10.8704233520216	11.3366280822515	11.5855850561054	11.6182361991513	T11B7.3	col-118	NM_001129326,NM_001129327	chrIV	+	8848207	8849609	IV	8848220	8849622	+	NM_001129326.1,NM_001129327.2	col-118	col-118	IV	8849676	8848182	1
493	WBGene00000693	2.45706597570684	2.78915985459551	2.29840065425381	2.43801377799701	2.72805669237502	3.33801405132378	2.97193165805724	2.18926809295277	2.36082139017853	2.49976460657102	2.53674251432021	2.61363491134214	2.49178454240361	2.15812124076924	C53B4.5	col-119	NM_069160	chrIV	-	8978911	8979780	IV	8978926	8979795	-	NM_069160.4	col-119	col-119	IV	8979812	8978823	-1
494	WBGene00000694	3.02062563175987	3.3572328976099	3.46862671120046	2.83611157547688	3.18677388217856	3.14832956047519	3.57789503783295	3.55402105676784	3.13290749697765	3.4902329642483	3.44698968609437	4.23777873712243	4.60024409629191	4.23301866182387	Y11D7A.11	col-120	NM_069216	chrIV	-	9260652	9261736	IV	9260669	9261753	-	NM_069216.6	col-120	col-120	IV	9261767	9260610	-1
495	WBGene00000695	1.49029689526739	1.3363956275278	2.74128549816766	1.56761232139919	1.53353346145925	1.62064087695402	1.40401350021265	1.55089119161279	1.4777670727051	2.26209120770495	1.46463988088857	1.49880032486633	1.50816582825087	1.78026308493087	F56D5.1	col-121	NM_069254	chrIV	-	9394964	9396193	IV	9394981	9396210	-	NM_069254.4	col-121	col-121	IV	9396218	9394934	-1
496	WBGene00000696	1.97677319397906	1.88525545076253	1.61643475999718	1.52972237833293	2.01388948594037	1.86248548514257	1.71273468386094	1.6731000675881	1.9535509492729	1.60805081062652	1.74061935415671	1.70890797988885	2.07236115990121	1.72473201228648	T05A1.2	col-122	NM_069299	chrIV	+	9563371	9564379	IV	9563388	9564396	+	NM_069299.5	col-122	col-122	IV	9564471	9563360	1
497	WBGene00000697	1.74013162701287	1.87791650459004	1.81163278158179	1.64947563833042	1.62353527743673	1.84231932679568	1.90795213467959	1.63671509705183	2.05849068131773	1.79862248860833	2.03162528846569	1.97264910578013	1.91748963647751	1.92472975891782	W08D2.6	W08D2.11	NM_069355	chrIV	+	9821875	9823046	IV	9821895	9823066	+	NM_069355.3	col-123	col-123	IV	9823155	9821895	1
498	WBGene00000698	4.58081942051016	4.02949441610138	4.66823527754071	4.06045403990238	5.06786161557111	4.9776876806931	5.27645922394637	3.72811868729677	4.0994814690959	4.55278569072404	4.55994840091006	4.85950812752354	5.13743948800847	4.93096683376631	C24F3.6	col-124	NM_069466	chrIV	+	10216456	10217381	IV	10216478	10217403	+	NM_069466.4	col-124	col-124	IV	10217643	10216450	1
499	WBGene00000699	4.16554602446862	3.48895914972364	4.78572933140135	3.80638635428268	4.45906706405206	3.93974293305881	4.77252673948256	3.86453911674546	4.15732791120283	4.51245110570926	4.00693514953962	5.32378040873862	5.19634896323531	5.59816138003896	C29F4.1	col-125	NM_069706	chrIV	+	11225494	11226463	IV	11225516	11226485	+	NM_069706.5	col-125	col-125	IV	11226519	11225505	1
500	WBGene00000703	4.67227658261956	4.74748935638881	4.78751732318958	4.43748334382655	4.61726007467805	4.82783701632281	4.9599026524452	4.80674864265641	4.34285424599481	4.60788578650723	4.44072551864814	4.8167006865942	5.10681875908865	5.15847189055632	M18.1	col-129	NM_069896	chrIV	-	12108750	12110223	IV	12108772	12110245	-	NM_069896.5	col-129	col-129	IV	12110258	12108671	-1
501	WBGene00000704	3.76582215210763	3.79162123213474	4.95900011478265	3.83732367614664	3.78014800211303	4.21920642269501	3.97257957268819	3.73421740876082	3.72047413295391	4.49439360901676	3.96456587945207	4.56663729225513	4.43634993081356	4.56568916295896	F08G5.4	col-130	NM_069971	chrIV	-	12427523	12428474	IV	12427546	12428497	-	NM_069971.6	col-130	col-130	IV	12428516	12427505	-1
502	WBGene00000707	-0.0201456352304456	0.0309436162674895	-0.0210204040922149	-0.0224487178487646	0.124644887612619	0.0540849392054281	0.0752549067074815	-0.0256106091827618	-0.0230695519207652	-0.0232299064285879	-0.0261113400606571	0.315669873595416	0.249303552931926	0.25387827612302	F52B11.4	col-133	NM_070299	chrIV	-	14098343	14099327	IV	14098368	14099352	-	NM_070299.1	col-133	col-133	IV	14099352	14098335	-1
503	WBGene00000710	0.719319163884027	0.735872304999741	0.869638815618554	0.713430526218971	0.896904079292237	0.906178194997288	0.808970017459223	0.70537513837143	0.788405448459121	0.630359605606744	0.704102418152781	0.882674225723249	0.730110029054972	0.64225143758859	Y51H4A.9	col-137	NM_070565	chrIV	-	16601524	16602743	IV	16601557	16602776	-	NM_070565.3	col-137	col-137	IV	16602776	16601485	-1
504	WBGene00000712	0.494040495009236	0.663217068573507	0.580485850784655	0.576826454340758	0.704054902914719	0.564848037121183	0.756759784168375	0.646111634009476	0.575236425892914	0.489650218223092	0.567450163375439	0.49687906467156	0.500017631293756	1.05663663435518	F41F3.4	col-139	NM_071851	chrV	-	4652896	4653944	V	4652910	4653958	-	NM_071851.4	col-139	col-139	V	4653986	4652382	-1
505	WBGene00000714	0.728155424176485	0.61749801134416	0.641680599744315	1.00610231983948	0.966778407728026	0.710122353983778	0.735399075508374	0.788588303925489	0.870382515858643	0.797195965451545	0.634318622070875	0.645847980834206	0.823704534979722	0.90797136273791	T15B7.5	col-141	NM_072334	chrV	+	6829687	6830676	V	6829704	6830693	+	NM_072334.1	col-141	col-141	V	6830999	6829704	1
506	WBGene00000715	3.69543795040185	3.80758157810261	3.51713631002651	3.37652411420699	3.51281962290992	4.14154095414291	4.1467541754763	3.61239116487508	3.92591320732061	3.79313868195397	3.2010197846907	4.31311804122016	3.86260984003052	4.19148023137664	T15B7.4	col-142	NM_072335	chrV	+	6831169	6832195	V	6831186	6832212	+	NM_072335.6	col-142	col-142	V	6832254	6831163	1
507	WBGene00000716	3.34131727411226	3.10576178993467	3.13994669179968	3.1235868264906	3.52158311330578	3.19231996767073	3.6019912077908	3.26967615973093	3.24365161990707	3.56323054749972	3.56487116326089	3.68903986084146	4.23527955595284	4.08123297654436	T15B7.3	col-143	NM_072337	chrV	+	6835637	6836646	V	6835654	6836663	+	NM_072337.6	col-143	col-143	V	6836700	6835635	1
508	WBGene00000717	8.81148178072705	8.66235086108456	9.0954427882307	8.95436430297135	8.80720874364117	9.01362938993577	9.86421428478494	9.12524535808086	9.242864734276	9.3757608448669	9.08631025837756	9.57361754414228	9.38826940342362	9.46438099603988	B0222.6	col-144	NM_072973	chrV	-	9159672	9160604	V	9159695	9160627	-	NM_072973.6	col-144	col-144	V	9160642	9159642	-1
509	WBGene00000718	1.70127987033236	1.53215795018056	1.61715231354912	1.52753691231639	1.64959215647496	1.6599358748042	1.79539341728946	1.51475208441989	1.5250303280764	1.95162856835216	1.42880240176439	1.86275813169616	1.72614165287924	2.37137546199026	B0222.7	col-145	NM_072974	chrV	-	9162028	9162966	V	9162051	9162989	-	NM_072974.4	col-145	col-145	V	9163005	9162051	-1
510	WBGene00000719	0.419249390509628	0.441159945388711	0.417133226006816	0.413679841952875	0.541900177451746	0.321564546822268	0.333966565654607	0.556347418834472	0.326717232447955	0.326513696738774	0.322855852148864	0.424078838994258	0.517133273123962	0.826860038145638	T06E4.6	col-146	NM_073083	chrV	+	9629933	9630936	V	9629957	9630960	+	NM_073083.6	col-146	col-146	V	9631011	9629943	1
511	WBGene00000720	9.30447792663107	8.9549935540009	9.41045566629658	9.34998546750803	10.142221652175	9.81660460519931	9.54717104326813	10.569755022019	10.3966246171167	11.0477189706711	10.8316582358318	10.8057134094509	10.2930449341365	10.8352583899648	T06E4.4	col-147	NM_073085	chrV	-	9632298	9633302	V	9632322	9633326	-	NM_073085.4	col-147	col-147	V	9633337	9632271	-1
512	WBGene00000721	-0.427625609833086	-0.459788874798329	-0.349269205889655	-0.431852884198971	-0.443569603178845	-0.518622402138584	-0.512205129566334	-0.517629731081351	-0.515964349613021	-0.21413318521474	-0.438547250383737	-0.512728661853297	-0.511272330551254	-0.510564635495874	C12D8.8	col-148	NM_073234	chrV	+	10241759	10242693	V	10241784	10242718	+	NM_073234.1	col-148	col-148	V	10242718	10241784	1
513	WBGene00000722	1.81822528222272	1.8458625422798	1.81364342706436	1.72603997089306	1.84233872515227	1.92057215053522	1.65737905150715	1.86232643040839	1.87788914252749	2.25119666651501	1.99243358846389	2.18478321639673	2.07087347320291	2.27747915308223	B0024.1	col-149	NM_073245	chrV	-	10291769	10292787	V	10291794	10292812	-	NM_073245.4	col-149	col-149	V	10292868	10291696	-1
514	WBGene00000723	4.33454004065184	4.17420129504835	4.27215543183074	4.10010719365496	4.68957861739873	4.40035534874218	4.81794883103128	4.76260342258738	5.13296269115794	4.48050036934245	5.10605112330138	4.86599221812693	5.09389147384542	5.54507478330505	B0024.2	col-150	NM_073246	chrV	-	10293609	10294581	V	10293634	10294606	-	NM_073246.3	col-150	col-150	V	10294621	10293565	-1
515	WBGene00000724	2.66802594163327	2.70690692766506	2.65988067246411	2.83168765433198	2.38541057198137	2.6028881443595	2.69398762306382	2.61707926476964	2.64078977459798	2.6392949291354	2.67472796400551	3.09909068170084	3.12809534927918	3.19302061781111	AC3.6	col-151	NM_073269	chrV	-	10393508	10395200	V	10393531	10395223	-	NM_073269.1	col-151	col-151	V	10395232	10393531	-1
516	WBGene00000725	1.11942878668963	0.905745964572041	0.889773238339568	0.885815841569483	0.792597023336216	0.946160343701246	1.2036265011631	1.08895803112475	0.802056137683491	0.801793958990902	1.02013657696217	1.05788373036092	0.903888819041917	0.992856636759382	F32G8.5	col-152	NM_073308	chrV	+	10560898	10562127	V	10560921	10562150	+	NM_073308.1	col-152	col-152	V	10562189	10560921	1
517	WBGene00000726	7.74478001508964	7.27298026768516	7.66529241203795	7.1992642253049	7.63557431529438	7.43672856853192	7.511688714919	8.03481371400016	8.46239569325667	8.30739597113411	7.98687458998786	8.21150298448785	8.47931859671374	8.6567203939339	F17C11.3	col-153	NM_073392	chrV	+	10949994	10951677	V	10950013	10951696	+	NM_073392.4	col-153	col-153	V	10951752	10949898	1
518	WBGene00000727	1.80059201938857	1.84927242025696	1.87920063162951	1.79014913431825	1.97414696561855	2.22819795883453	1.81320676018598	2.06370121168584	1.86796447640271	2.01466962801407	1.99398535405393	2.12290074528126	2.27621577320401	2.62730205101528	F55C10.2	col-154	NM_073485	chrV	+	11385359	11386325	V	11385377	11386343	+	NM_073485.5	col-154	col-154	V	11386381	11385360	1
519	WBGene00000728	2.30320657361671	2.30878457406862	2.5809241754195	2.20824877381835	2.44603193014257	2.52282326817642	2.54795505915409	2.5966517217345	2.4300889213631	2.93394789333163	2.53250729301808	2.79147418679502	2.69465935470355	2.88589570425956	F55C10.3	col-155	NM_073487	chrV	-	11388872	11389838	V	11388890	11389856	-	NM_073487.3	col-155	col-155	V	11389875	11388890	-1
520	WBGene00000729	-0.193437251805159	-0.164652131726723	0.0355987949023413	0.0284819687560189	-0.288769800805207	-0.287362613503506	-0.18788749852652	-0.286136264439681	-0.284081318938416	-0.284211061659721	-0.286540944176487	-0.280097402250665	-0.278307946705966	-0.18293251977799	F57B7.3	col-156	NM_073501	chrV	-	11449283	11450323	V	11449301	11450341	-	NM_073501.5	col-156	col-156	V	11450357	11449223	-1
521	WBGene00000730	0.0492295404919538	0.0973865328848631	0.132377890550999	0.0470567834341961	0.0410325477731958	0.25983189825993	0.0518689658810463	0.196693571620827	0.276397902840046	0.204174378690451	0.0436149264278023	0.220234691541526	0.143101627180677	0.14537449859619	T11F9.9	col-157	NM_073512	chrV	+	11484036	11484980	V	11484054	11484998	+	NM_073512.1	col-157	col-157	V	11484998	11484054	1
522	WBGene00000731	-0.0701509995534411	-0.105409946725764	0.00797776165050983	0.0772262042156631	-0.0160838398539143	-0.162323706819249	-0.154083814264392	-0.161048490604933	-0.1589096278347	0.0740567073152584	-0.0821144409552297	-0.15475572441415	-0.0616679154225647	-0.151978674019756	D2023.7	col-158	NM_073580	chrV	+	11829576	11831009	V	11829595	11831028	+	NM_073580.6	col-158	col-158	V	11831222	11829582	1
523	WBGene00000732	2.59188780953662	2.43603309668002	2.6539788579582	2.34228349914681	3.00120546945845	2.82910616760769	3.10751872064728	2.47427395928683	2.41863583396872	2.92888062338909	2.47027083644866	3.09704352931366	2.90050168446309	3.19148563108949	F57B1.3	col-159	NM_073882	chrV	-	13198312	13199301	V	13198326	13199315	-	NM_073882.3	col-159	col-159	V	13199315	13198230	-1
524	WBGene00000733	9.88336329514997	9.7662008949264	10.1795443387057	10.1688649977234	10.6727252610877	10.4236585782557	10.8333146793188	10.6860851193395	10.3469121803145	11.1515854068231	10.8117149613871	11.3920084955382	10.6232980691837	11.2518766011623	F57B1.4	col-160	NM_073883	chrV	-	13201084	13202085	V	13201098	13202099	-	NM_073883.5	col-160	col-160	V	13202189	13200982	-1
525	WBGene00000734	0.327076963048715	0.349639942444168	0.325088267124526	0.474090371897037	0.231194031470412	0.311257314140205	0.569201520878566	0.234800733740775	0.237619668954588	0.237441571161387	0.234246078335542	0.331619960889121	0.502033762125241	0.425712671269045	C50B6.4	col-161	NM_073899	chrV	-	13317062	13317984	V	13317075	13317997	-	NM_073899.6	col-161	col-161	V	13318010	13317032	-1
526	WBGene00000736	0.00793076787425943	0.116424119473615	0.0901437687503888	0.163494568283122	0.143727380394503	0.216006670930799	0.0104360995245769	0.153734989098813	0.161573781222903	0.00517220066267551	0.00260696393967375	0.0960497826685568	0.100611832622069	0.0126759175777504	F46B3.17	col-163	NM_001028762	chrV	+	20600064	20602443	V	20600095	20602474	+	NM_001028762.1	col-163	col-163	V	20602474	20600095	1
527	WBGene00000737	-0.0188043237744492	0.0304181230279603	0.218625052786098	-0.0209067403927684	0.0487846928415164	0.0523731593006892	0.233675939096536	0.055504842321083	-0.0214725082662987	-0.0216185722446865	0.128471704914872	-0.0169786922386112	0.0756039879825836	0.163788600669557	T21D9.1	col-164	NM_075985	chrX	+	2093483	2094775	X	2093489	2094781	+	NM_075985.3	col-164	col-164	X	2094844	2093475	1
528	WBGene00000738	2.90775559581908	3.20962539322183	6.89307402834217	3.05099974185317	2.79359059241886	3.83036472975651	3.20572412965947	3.15974978239477	3.65366517989941	3.75938893214118	2.99858363680694	3.68432592320349	3.84157650880454	3.61399079400883	F14H12.1	col-165	NM_076346	chrX	+	4353612	4354762	X	4353637	4354787	+	NM_076346.4	col-165	col-165	X	4354811	4353618	1
529	WBGene00000739	10.8559320643439	10.5443288246422	11.0129251678937	10.9427793092271	11.1638764238072	11.2810955394272	11.6186510183932	11.8752616722724	11.8786462856283	12.2987121298806	12.2967242682586	12.1345235486104	11.9087080992595	12.3154103360512	T07H6.3	col-166	NM_001029723	chrX	+	6279980	6280885	X	6280016	6280921	+	NM_001029723.3	col-166	col-166	X	6281019	6279832	1
530	WBGene00000740	6.77723010637231	6.44805871451926	7.09380946808854	7.04954216070791	7.77181783265077	7.611966573036	7.88261694093966	7.77115264874925	7.76514881209453	8.40017262877869	7.96955868096211	8.22574017313759	7.83442226248985	8.12438134903647	T10E10.2	col-167	NM_076658	chrX	+	6323452	6324357	X	6323488	6324393	+	NM_076658.3	col-167	col-167	X	6324517	6323297	1
531	WBGene00000741	3.83044340491186	3.887940898534	4.2149315915253	4.41615529740354	4.89416068257855	4.96100396769425	4.17792322634918	5.25076962788031	5.35481392079308	5.26633861144777	5.59962853838875	5.34445725476551	4.89376879645279	5.16626437778655	T10E10.1	col-168	NM_076659	chrX	+	6326352	6327257	X	6326388	6327293	+	NM_076659.3	col-168	col-168	X	6327375	6326191	1
532	WBGene00000742	4.03427420713504	4.10300246814915	4.20421277421799	4.2202181798042	4.28532605765587	3.81626764785474	4.39749872233359	4.31455930816426	4.46986198695228	4.49995845690631	4.3748188867523	5.00602985452379	4.38317038441059	4.66947132410423	T10E10.5	col-169	NM_182455	chrX	+	6329124	6330026	X	6329160	6330062	+	NM_182455.5	col-169	col-169	X	6330127	6329160	1
533	WBGene00000743	2.9933350452634	3.11152876925394	3.27296697644225	3.18889176015814	3.63343177368582	3.52442279123388	3.10128723654502	3.73055899061142	3.31001205209701	4.1103213245517	4.34378831964056	4.39609479388169	3.64218948678904	3.95511687536809	T10E10.6	col-170	NM_182467	chrX	+	6331673	6332575	X	6331709	6332611	+	NM_182467.5	col-170	col-170	X	6332686	6331620	1
534	WBGene00000744	-0.569241665587925	-0.581104612212537	-0.569829619052472	-0.570789267176896	-0.353146558023166	-0.279165838657626	-0.231490626170724	-0.57291202268665	-0.571206249003821	-0.571313936635	-0.57324797634612	-0.567900253895831	-0.566415778963198	-0.565695188653261	T10E10.7	col-171	NM_182468	chrX	+	6334262	6335185	X	6334298	6335221	+	NM_182468.1	col-171	col-171	X	6335221	6334298	1
